"","data_set","c1_size","c2_size","c3_size","c1_intensity","c2_intensity","c3_intensity","c1_x_centroid","c2_x_centroid","c3_x_centroid","c1_y_centroid","c2_y_centroid","c3_y_centroid","tumor"
"162","train",10974,26644,5998,0.0576410553286348,0.446957119433834,0.885010036025125,91.4780390012757,95.3947605464645,96.0543514504835,117.267723710589,115.080018015313,121.403134378126,0
"163","train",12648,25295,5673,0.0506886309235884,0.369776403148623,0.907432177877365,91.2360847564832,95.2671674243922,98.3562488982901,127.565069576218,113.395176912433,105.67424643046,0
"164","train",12733,22590,8293,0.0185277409479456,0.20409655495658,0.792356889699175,98.543626796513,92.8942452412572,92.6655010249608,112.698342888557,114.74798583444,127.109489931267,0
"165","train",10866,27391,5359,0.0248918194187295,0.368876280386844,0.938213523886909,90.7874102705687,96.0271256982221,94.2222429557753,116.470642370698,117.544594939944,111.220376935996,0
"166","train",11535,24208,7873,0.0730112105527056,0.371254357658363,0.928072364472316,94.9888166449935,94.1846083939194,94.7535882128795,107.889466840052,119.724595175149,119.200558872095,0
"167","train",8887,26108,8621,0.0434858583919669,0.360180637292368,0.943382665675053,103.604253403848,91.1319135897043,95.314812666744,97.6742432766963,124.74168837138,110.947337895836,0
"168","train",7830,26002,9784,0.0289104249618113,0.357850602743891,0.952793676751142,92.8681992337165,95.7005230366895,92.6153924775143,79.4162196679438,128.110029997692,115.322771872445,0
"169","train",18753,18311,6552,0.105797033258967,0.361876339198153,0.943531686178768,94.8063776462433,94.100322210693,94.7400793650794,121.150429264651,112.317131778712,114.879578754579,0
"170","train",12611,22710,8295,0.0182159676970461,0.204395921292274,0.790799560330552,90.352707953374,96.1483487450462,96.2923447860157,112.536277852668,114.851343020696,127.039783001808,0
"171","train",12518,25363,5735,0.0533615906819608,0.476164367888089,0.899322700309469,89.1249400862758,96.4596065134251,97.5659982563208,117.3979070139,117.210148641722,111.399476896251,0
"172","train",7817,25984,9815,0.0285937888011787,0.357428704240221,0.95178448353358,96.1190993987463,93.3094981527094,96.3622007131941,153.557886657285,104.934190270936,117.604890473765,0
"173","train",13190,22561,7865,0.0538093326792389,0.333826114994451,0.943952233150129,90.1083396512509,97.1444528168078,94.2793388429752,111.811448066717,122.284739151633,107.769230769231,0
"174","train",12518,23093,8005,0.0463179296323083,0.514334451573905,0.902349267002299,90.5608723438249,95.814922270818,96.8665833853841,128.044176386004,106.968561901875,125.944034978139,0
"175","train",23898,15675,4043,0.0103475719520361,0.340401163336123,0.93292012822939,95.5545652355846,92.5962998405104,95.6472916151373,119.5151058666,114.235215311005,107.458570368538,0
"176","train",14582,23606,5428,0.0227839318418344,0.428277789129633,0.939550190009702,91.3825949801125,95.9883504193849,96.4019896831245,118.860718694281,113.920105058036,121.377855563744,0
"177","train",6746,25130,11740,0.0252222086581444,0.487970943251851,0.96524301032159,88.8633264156537,92.7682053322722,101.445911413969,110.882745330566,126.557381615599,98.1994889267462,0
"178","train",9445,27481,6690,0.143388658798603,0.47056711553289,0.858673466397087,88.5554261514029,95.8627779192897,97.2946188340807,115.891688724193,118.265892798661,110.104932735426,0
"179","train",14147,21992,7477,0.031389181105396,0.222596630503733,0.82063688120703,92.8025729836715,95.6627409967261,94.2916945298917,112.634339435923,121.536285922154,109.00093620436,0
"180","train",21437,17471,4708,0.0172895131836364,0.387935637880504,0.932811068352594,96.6390819610953,92.5940701734303,91.8328377230246,120.613332089378,112.109324022666,114.06414613424,0
"181","train",17560,20743,5313,0.0251690562329702,0.394596617994331,0.929988227174952,92.9597949886105,95.2837101672853,96.5307735742518,115.327619589977,117.973533240129,114.62187088274,0
"182","train",12580,25352,5684,0.0501574238598443,0.369474968908253,0.906171434090921,97.8423688394277,93.6963553171347,90.6870161857847,127.655802861685,113.365533291259,105.790112596763,0
"183","train",15704,19212,8700,0.104852266938345,0.378196633639872,0.944628803245471,90.1815461029037,96.9890172808661,96.7986206896552,114.689442180336,114.27139287945,124.689540229885,0
"184","train",12937,22370,8309,0.0386194332413336,0.461930281276505,0.892276034255397,101.672489758058,91.6086276262852,91.1168612348056,110.012986009121,127.340143048726,97.4156938259718,0
"185","train",11353,25929,6334,0.0230786368982539,0.328826607197982,0.947683525573182,94.2777239496168,94.4044506151413,95.2895484685823,121.802519157932,113.521578155733,119.188348594885,0
"186","train",11640,26119,5857,0.0303961997169997,0.355538038945338,0.934021633239288,95.0606529209622,94.6189746927524,92.8552159808776,115.441408934708,114.642252766186,126.888338739969,0
"187","train",11744,25242,6630,0.0619677298712328,0.453939823294796,0.910223878390016,89.4304325613079,96.643055225418,95.320814479638,127.136750681199,114.240511845337,106.261085972851,0
"188","train",16345,20817,6454,0.0439916266292369,0.366043024790179,0.945362960802568,92.4825940654634,95.9229956285728,95.0193678339015,116.342551238911,115.575875486381,119.879454601797,0
"189","train",12742,22560,8314,0.0188051864914851,0.203781289111331,0.791340380270562,98.5945691414221,92.8870124113475,92.6015155159971,120.486736776016,118.131471631206,105.962954053404,0
"190","train",10659,25281,7676,0.0474212163521937,0.382627114371621,0.838513727533804,101.9589079651,92.0176021518136,92.318264721209,100.976451824749,122.161781575096,119.409067222512,0
"191","train",12598,19395,11623,0.042038107511618,0.337651608207023,0.843460481499682,96.3792665502461,93.8862593451921,93.4872236083627,131.326639149071,103.594534673885,121.964639077691,0
"192","train",12752,25096,5768,0.0379889659753478,0.513724240094541,0.9446622338256,99.2721925972397,92.7993704175964,91.3488210818308,100.374529485571,125.267652215493,114.003294036061,0
"193","train",12164,24502,6950,0.202033967154747,0.53346425501881,0.954381718154916,91.796530746465,95.2509182923843,96.5843165467626,119.121506083525,114.193127091666,120.044604316547,0
"194","train",11080,26370,6166,0.0476445812982224,0.358233435201827,0.953404183600158,93.3395306859206,94.5390595373531,96.4182614336685,129.87463898917,112.872772089496,107.978916639637,0
"195","train",12543,25335,5738,0.0538921013673684,0.476474999709794,0.899354150862208,99.9310372319222,92.5178606670614,91.3797490414779,117.40644184007,117.21519636866,111.360752875566,0
"196","train",19303,17718,6595,0.108321270797059,0.366226436392295,0.941809748918544,94.3076723825312,94.804718365504,94.2442759666414,120.973320209294,112.291172818603,114.714329037149,0
"197","train",10789,25153,7674,0.0496805933421647,0.383546499345477,0.838286651642749,86.9708035962555,97.0222637458753,96.8182173573104,131.993511910279,110.748499184988,113.569064373208,0
"198","train",10893,26438,6285,0.020019332436913,0.354108391219318,0.948391283323225,98.7044891214541,92.6731976700204,94.8973747016706,113.686679518957,119.759966714578,107.662848050915,0
"199","train",13745,23378,6493,0.0543393319495791,0.458432345476426,0.91289805310701,94.0747180793016,94.097099837454,96.850916371477,125.940123681339,113.562024125246,107.09440936393,0
"200","train",10230,25324,8062,0.0389806988288957,0.37213292203619,0.935301414041209,93.364027370479,95.2349154951824,93.6329694864798,123.696089931574,112.535420944559,119.822128504093,0
"201","train",21432,17481,4703,0.0174327924525523,0.387841813688952,0.932157613204773,92.4484415826801,96.2904868142555,97.1939187752498,120.536674132139,112.177793032435,114.170104188816,0
"202","train",13525,20355,9736,0.0339504911021696,0.356012734742552,0.950367747756449,88.6079852125693,96.9133873741096,97.6393796220214,121.460554528651,111.472512896094,120.119864420707,0
"203","train",11452,26176,5988,0.0414274756357304,0.377624916103268,0.93061613422927,102.637530562347,91.6371103300734,91.4519038076152,99.2800384212365,122.953010391198,121.224281897128,0
"204","train",10261,25607,7748,0.0404726825921868,0.444517698515279,0.908847824106465,95.4566806354157,94.0277267934549,94.7938822922044,102.800019491278,121.778224704182,117.199019101704,0
"205","train",11495,26129,5992,0.0415164308437592,0.378068542277699,0.930576716668002,86.5724227925185,97.2616632860041,97.6655540720961,99.5274467159635,122.859734394734,121.327436582109,0
"206","train",10980,26619,6017,0.0580220722168621,0.446566767508647,0.88436814646089,97.6493624772313,93.5718471768286,92.8590659797241,117.206193078324,115.118486795146,121.323084593651,0
"207","train",16940,21105,5571,0.0162995115401528,0.495769332608637,0.930180451286627,94.0787485242031,94.2455342335939,96.74492909711,114.067768595041,119.11158493248,114.002154011847,0
"208","train",10212,25352,8052,0.0386243020514113,0.372206238127857,0.935356457535864,95.5555229142186,93.780609024929,95.4263537009439,109.347434390913,120.443475859893,113.155116741182,0
"209","train",16675,19971,6970,0.0636004350765748,0.342340707751647,0.941220356148231,90.584047976012,96.0272895698763,99.4923959827834,104.910404797601,123.172550197787,125.108177905308,0
"210","train",7830,26002,9784,0.0289104249618099,0.357850602743887,0.952793676751137,92.8681992337165,95.7005230366895,92.6153924775143,153.583780332056,104.889970002308,117.677228127555,0
"211","train",17073,20039,6504,0.0136266068543031,0.356713037028681,0.957617032052693,94.0876823053945,94.6325664953341,95.1738929889299,113.411409828384,119.847796796247,114.292896678967,0
"212","train",16915,21225,5476,0.0160018083497057,0.496392988290688,0.933563929589397,94.9281111439551,94.7655594817432,92.1482834185537,119.020573455513,113.861578327444,118.940650109569,0
"213","train",12640,23319,7657,0.0252159344750552,0.334007865335647,0.865452347845305,91.3511867088608,95.3089755135297,97.2342954159593,118.736234177215,111.498649170205,128.039832832702,0
"214","train",12719,25160,5737,0.0373484781914951,0.513704136662643,0.94603724704108,89.759808161019,96.1296899841017,97.861948753704,132.694787326048,107.714745627981,119.124280983092,0
"215","train",9180,25183,9253,0.0264351317869194,0.359765886261499,0.949546834836837,99.3135076252723,93.038438629234,93.7022587268994,101.079193899782,123.377318032006,113.081811304442,0
"216","train",11374,26368,5874,0.0273282374317753,0.353571619788596,0.931881939020102,93.8708457886408,94.3509177791262,96.3874702076949,117.252505714788,118.513766686893,106.003234593122,0
"217","train",11080,26370,6166,0.047644581298222,0.358233435201808,0.953404183600154,93.3395306859206,94.5390595373531,96.4182614336685,103.12536101083,120.127227910504,125.021083360363,0
"218","train",13940,21873,7803,0.0457439446366775,0.301531210024274,0.9181265124274,95.5967718794835,93.3950532620125,95.637959759067,117.066714490674,119.968774287935,105.764065103165,0
"219","train",12272,25786,5558,0.115328693406936,0.477459572986027,0.938619478017932,89.8334419817471,95.804739005662,98.7504498020871,105.923402868318,121.321724967036,117.482907520691,0
"220","train",13715,23421,6480,0.0537530827132139,0.458161981328936,0.912857661583191,94.9359825009114,94.9336919858247,92.0097222222222,106.992271235873,119.490030314675,125.816203703704,0
"221","train",7817,25984,9815,0.0285937888011801,0.357428704240228,0.951784483533591,96.1190993987463,93.3094981527094,96.3622007131941,79.4421133427146,128.065809729064,115.395109526235,0
"222","train",7123,28327,8166,0.0158541923016572,0.416488391522728,0.958991130128297,92.6318966727502,95.0175097963074,94.3343130051433,114.743647339604,117.664136689378,113.993754592212,0
"223","train",14548,21815,7253,0.0521621461342294,0.353162107382383,0.958977894204719,93.3509073412153,94.7601191840477,96.0224734592582,127.996425625516,109.68319963328,113.94360954088,0
"224","train",26892,12639,4085,0.0162436237324005,0.442371805910398,0.93947440420478,97.9768332589618,89.7788590869531,86.2188494492044,118.837981555853,110.702033388717,119.047735618115,0
"225","train",17853,20689,5074,0.0367071827330585,0.349108126986035,0.933724408170852,93.5050691760488,95.2143651215622,95.0878990934174,108.305886965776,122.680844893422,120.129089475759,0
"226","train",12474,23884,7258,0.0671303762806931,0.414273235671673,0.963854354086655,95.2681577681578,93.9464495059454,95.0013777900248,120.092672759339,117.311338134316,107.6555524938,0
"227","train",14560,23621,5435,0.022801120448178,0.428176655700933,0.938771578548644,97.6835164835165,93.0118961940646,92.4390064397424,118.832898351648,113.967486558571,121.256853725851,0
"228","train",13854,21860,7902,0.0519221460780046,0.351116373356198,0.944091096322137,94.1389490399884,93.9125343092406,96.7581624905087,117.347697415909,119.650274473925,106.298911667932,0
"229","train",15634,19966,8016,0.065301366804873,0.352188720825309,0.944470372979566,97.8363822438276,94.0716718421316,89.059755489022,126.90194447998,111.482520284484,108.70995508982,0
"230","train",12839,25264,5513,0.0508380562287974,0.344983949881305,0.898298851555905,107.423475348547,88.5237492083597,91.7899510248504,126.302827323,114.638853704877,102.199528387448,0
"231","train",17688,18727,7201,0.0247989109709905,0.411915479066017,0.915989336992985,97.1990049751244,96.0523308591873,83.8333564782669,99.6171981004071,127.585518235702,129.140536036662,0
"232","train",12598,19395,11623,0.0420381075116185,0.33765160820702,0.843460481499686,96.3792665502461,93.8862593451921,93.4872236083627,101.673360850929,129.405465326115,111.035360922309,0
"233","train",19198,17850,6568,0.0349472677913694,0.480212006371169,0.93723818394597,95.7058547765392,92.7760784313726,95.6604750304507,113.519272840921,121.427058823529,111.822168087698,0
"234","train",11374,26368,5874,0.0273282374317754,0.353571619788599,0.931881939020103,93.8708457886408,94.3509177791262,96.3874702076949,115.747494285212,114.486233313107,126.996765406878,0
"235","train",11945,25603,6068,0.051013222367217,0.472284421326237,0.897345121305004,92.8420259522813,94.976643362106,95.7526367831246,120.578149853495,115.946295356013,110.808338826632,0
"236","train",12904,18823,11889,0.0169550709310378,0.239661323808016,0.797907111368462,97.3070365778053,93.5982043244966,92.8810665320885,115.897551146931,120.055357806938,111.524939019261,0
"237","train",10813,27449,5354,0.0239936314857021,0.368821322109579,0.937098888864494,98.2706926847313,92.993405952858,94.6087037728801,116.438546194396,115.54315275602,121.529697422488,0
"238","train",7123,28327,8166,0.0158541923016569,0.416488391522718,0.958991130128292,92.6318966727502,95.0175097963074,94.3343130051433,118.256352660396,115.335863310622,119.006245407788,0
"239","train",9180,25183,9253,0.0264351317869187,0.359765886261488,0.949546834836823,99.3135076252723,93.038438629234,93.7022587268994,131.920806100218,109.622681967994,119.918188695558,0
"240","train",15133,22288,6195,0.019482678421265,0.399035795222486,0.949251293737859,91.107513381352,96.1326722900215,96.9131557707829,118.265578536972,117.727072864322,107.772397094431,0
"241","train",10974,26644,5998,0.0576410553286325,0.446957119433847,0.885010036025133,91.4780390012757,95.3947605464645,96.0543514504835,115.732276289411,117.919981984687,111.596865621874,0
"242","train",15535,20647,7434,0.0787272256826702,0.315881621694963,0.933544340523443,100.333569359511,91.0606867825834,91.8617164379876,126.896298680399,111.719232818327,108.052596179715,0
"243","train",17118,19998,6500,0.0138395771908476,0.357292003710083,0.957937254901981,94.9460217315107,94.3092309230923,93.9123076923077,113.33485220236,119.983748374837,114.117384615385,0
"244","train",11222,24339,8055,0.0375952697956735,0.388022450855432,0.936048490159606,95.1718944929603,94.2551049755536,94.3039106145251,113.06219925147,118.672418751798,114.725263811297,0
"245","train",10813,27449,5354,0.0239936314857019,0.368821322109579,0.9370988888645,98.2706926847313,92.993405952858,94.6087037728801,116.561453805604,117.45684724398,111.470302577512,0
"246","train",17678,18072,7866,0.0589490870451529,0.352546459043925,0.946644032644873,93.6022740128974,94.9334882691456,95.521612001017,120.23566014255,113.447653829128,115.117213323163,0
"247","train",9776,27003,6837,0.0584773434742129,0.452996290172534,0.897306753621488,100.790711947627,92.4142132355664,93.7430159426649,110.534574468085,116.706365959338,124.214714055872,0
"248","train",17571,20717,5328,0.0253032793562462,0.394436509941989,0.929585467820786,96.0500825223379,93.6811797074866,92.5718843843844,115.314836947243,118.01462566974,114.519144144144,0
"249","train",26704,12905,4007,0.0188375979511023,0.441532769636316,0.921015673551694,98.342757639305,88.8762495156916,87.0024956326429,114.308830137807,121.974273537389,113.472173696032,0
"250","train",21436,17472,4708,0.0173673387996728,0.387892560870449,0.932826061605628,96.6397182310132,92.5935210622711,91.8328377230246,112.382160850905,120.895718864469,118.93585386576,0
"251","train",6746,25130,11740,0.0252222086581438,0.487970943251845,0.965243010321595,88.8633264156537,92.7682053322722,101.445911413969,122.117254669434,106.442618384401,134.800511073254,0
"252","train",10629,25916,7071,0.0325133421512354,0.396522853623533,0.892218700519438,93.0950230501458,95.6607887019602,92.3575166171687,100.973186565058,122.290554097855,118.616603026446,0
"253","train",10575,25118,7923,0.0429885505029437,0.340430969744272,0.888455303868412,93.7243498817967,94.2276057010909,96.3988388236779,104.31621749409,120.704992435703,119.431023602171,0
"254","train",12993,21795,8828,0.0256678181162397,0.292440162116608,0.893480192258208,96.9568998691603,93.7183757742602,92.813661078387,117.264219194951,113.922321633402,121.739125509742,0
"255","train",13165,22603,7848,0.0530026883522085,0.33344818881398,0.9440701764906,89.9850360805165,97.2128036101402,94.2607033639144,121.167337637676,110.728531610848,125.292940876656,0
"256","train",11406,24177,8033,0.0500139245598279,0.545256997616483,0.914798514949416,93.5061371208136,94.6111593663399,95.5766214365741,121.775644397685,113.089920172064,119.272500933649,0
"257","train",13684,22425,7507,0.0281356213926667,0.220393206111823,0.820053440318536,96.1377521192634,93.424392419175,94.7277207939257,113.065916398714,121.097614269788,109.025709337951,0
"258","train",19094,17585,6937,0.056539473440989,0.337507568281746,0.94224377944925,94.8241856080444,94.6721637759454,93.1712555859882,117.004870639992,116.943247085584,113.986737782903,0
"259","train",20303,20182,3131,0.00738324192406521,0.370295604120042,0.940776923992222,99.7436831995272,90.1116836785254,88.7837751517087,118.900556567995,112.289911802596,128.071223251357,0
"260","train",9453,27494,6669,0.143118794116596,0.470840126259202,0.85901934322993,100.320215804507,93.2157925365534,91.5444594391963,117.005712472231,114.822979559177,122.696956065377,0
"261","train",10230,25324,8062,0.0389806988288956,0.372132922036204,0.935301414041223,93.364027370479,95.2349154951824,93.6329694864798,109.303910068426,120.464579055441,113.177871495907,0
"262","train",11714,24526,7376,0.0224788839899968,0.428965819386452,0.945456382119027,89.6318080928803,96.5055451357743,95.5626355748373,120.180211712481,111.223477126315,128.200379609544,0
"263","train",15588,16068,11960,0.0254514533552697,0.336660125837714,0.906595514459937,89.8422504490634,96.1573313417974,98.3440635451505,117.270464459841,112.594722429674,120.742474916388,0
"264","train",17073,20039,6504,0.0136266068543027,0.356713037028679,0.957617032052692,94.0876823053945,94.6325664953341,95.1738929889299,119.588590171616,113.152203203753,118.707103321033,0
"265","train",12857,23129,7630,0.027781005845598,0.335620250953825,0.867404209390245,97.5786730963677,93.667473734273,91.8359108781127,118.619740219336,111.497341000476,128.092791612058,0
"266","train",12835,24144,6637,0.0233738933828294,0.430443970165841,0.939546275041613,92.041215426568,95.6074801192843,95.226156395962,125.635060381769,113.974776341948,108.020340515293,0
"267","train",12518,23093,8005,0.0463179296323083,0.514334451573902,0.902349267002309,90.5608723438249,95.814922270818,96.8665833853841,104.955823613996,126.031438098125,107.055965021861,0
"268","train",10414,27203,5999,0.0284940709527514,0.354011992621833,0.921051547807017,94.8777607067409,94.6987464617873,92.9429904984164,117.539946226234,118.444767121273,105.875979329888,0
"269","train",10789,25153,7674,0.0496805933421648,0.383546499345476,0.838286651642735,86.9708035962555,97.0222637458753,96.8182173573104,101.006488089721,122.251500815012,119.430935626792,0
"270","train",15606,22576,5434,0.0439793141401099,0.353341740664979,0.934427388916578,95.2079969242599,93.9813075832743,94.6216415163784,109.106177111367,120.984053862509,119.105079131395,0
"271","train",8872,26130,8614,0.0432344984883027,0.360086895837462,0.943623922752318,85.383791704238,97.882395713739,93.6289760854423,135.434174932372,108.242288557214,122.047945205479,0
"272","train",6646,28838,8132,0.0180105385518632,0.470272475451012,0.96211674044928,91.2897983749624,94.9824537069145,95.4126906050172,118.810412278062,116.40730979957,114.940482046237,0
"273","train",13181,22829,7606,0.114426439720852,0.370064907122673,0.926334214990276,93.3660572035506,94.9458583380788,95.1268735209046,110.408542599196,116.911209426607,125.822114120431,0
"274","train",16117,14134,13365,0.0444025125096241,0.411774139399615,0.971672571759585,94.4177576472048,94.0302108391114,95.0959970071081,126.114723583794,108.791141927268,113.057912457912,0
"275","train",17659,18757,7200,0.0245023089931355,0.411559815054596,0.915772331154713,91.7653887536101,93.0552860265501,104.970694444444,99.6888272269098,127.426240870075,129.267361111111,0
"276","train",14934,19026,9656,0.0535695622831868,0.26449832324389,0.918654661533241,92.1738315253783,96.0799432355724,94.9845691797846,136.289741529396,116.67880794702,85.5408036454018,0
"277","train",11518,25185,6913,0.046867477673475,0.467759287157336,0.88795818052383,91.6113040458413,95.077466746079,97.2091711268624,125.433148115992,113.298788961684,113.278605525821,0
"278","train",11522,25161,6933,0.0470104931401433,0.467692063113493,0.88763430368548,97.3560145808019,93.9238504034021,91.8445117553728,125.35688248568,113.335201303605,113.266262801096,0
"279","train",17073,20039,6504,0.0136266068543027,0.356713037028679,0.957617032052692,94.0876823053945,94.6325664953341,95.1738929889299,119.588590171616,113.152203203753,118.707103321033,0
"280","train",12518,25363,5735,0.053361590681964,0.476164367888086,0.89932270030946,89.1249400862758,96.4596065134251,97.5659982563208,115.6020929861,115.789851358278,121.600523103749,0
"281","train",21327,13134,9155,0.135635855129764,0.395036083566962,0.925428084942368,96.8455010081118,95.7159281254759,87.2916439104315,120.400056266704,105.732297852901,122.86226105953,1
"282","train",14321,21919,7376,0.0539851664428064,0.402431054085852,0.933519948109427,92.9530759025208,95.6840184314978,93.9849511930586,101.378674673556,123.167160910625,126.046502169197,1
"283","train",14225,23085,6306,0.0195265171094796,0.445773887635968,0.944165842677084,85.6220738137083,99.59670781893,95.8686964795433,107.338980667838,121.099371886506,120.32794164288,1
"284","train",13704,17322,12590,0.193082025571441,0.422353529796537,0.806847638181576,83.5443666082896,94.1581803486895,106.895313741064,108.358362521891,129.386387253204,107.632247815727,1
"285","train",10780,26146,6690,0.0337691440212442,0.410753041367932,0.942911574196222,85.3307977736549,97.8083071980418,96.3452914798206,112.036363636364,119.392832555649,112.386696562033,1
"286","train",13200,24511,5905,0.018656565656565,0.444964685723297,0.946586973485442,93.8826515151515,96.7809554893721,86.4120237087214,117.075454545455,114.136836522378,125.022861981372,1
"287","train",13646,21676,8294,0.0505108154943046,0.390352933939671,0.939400086053268,90.0408911036201,99.0644491603617,89.9075235109718,109.355342224828,118.27338992434,123.620327947914,1
"288","train",15404,18296,9916,0.141033650541472,0.45189348148524,0.861964422719532,98.5341469748117,96.1202995190205,85.2435457845906,119.666645027266,117.046512898994,110.572408229125,1
"289","train",15520,17361,10735,0.220490448756796,0.601135066087989,0.948836589130264,92.1398195876289,89.6972524624158,105.679366557988,126.634471649485,115.623120787973,103.266325104797,1
"290","train",9685,25181,8750,0.0282089748651134,0.422906626611503,0.950374901960807,103.007330924109,93.1252134545888,89.04,131.68642230253,105.440570271236,131.517942857143,1
"291","train",17018,18478,8120,0.114760841461955,0.494326480456863,0.926584081908663,96.1005406040663,95.5079012880182,88.8519704433498,126.404747913973,110.40908106938,109.602093596059,1
"292","train",9104,23687,10825,0.0940482959440404,0.545098535889255,0.868664945885994,91.5712873462214,97.645375100266,90.0804618937644,117.572605448155,120.843880609617,106.092748267898,1
"293","train",13007,22131,8478,0.124083713596142,0.343030670313301,0.82787514628413,94.2786960867225,94.1903664542949,95.6477942911064,117.25593910971,122.054945551489,100.839584807738,1
"294","train",15753,21533,6330,0.0584784970929804,0.319792238634106,0.890492829043197,101.595061258173,90.4987693307946,90.4541864139021,118.19145559576,116.545163237821,112.136966824645,1
"295","train",13030,21528,9058,0.189781048259657,0.490061279063865,0.878469471250696,92.9363008442057,90.0175585284281,107.402737911239,105.779432079816,117.501021924935,129.542503863988,1
"296","train",12030,23980,7606,0.102006747836291,0.581664458944569,0.951183534155216,95.144472152951,95.4214762301918,90.5754667367868,125.343142144638,111.689991659716,117.678148829871,1
"297","train",12313,21871,9432,0.113327696058509,0.460406070891582,0.870304262502351,87.7163160886868,95.4158017466051,101.232188295165,108.303744010396,119.166018929176,121.017811704835,1
"298","train",11907,24369,7340,0.030625254216912,0.526707911610604,0.934861890260223,92.0299823633157,95.3022692765399,95.8433242506812,117.986226589401,117.922237268661,109.367166212534,1
"299","train",13263,25355,4998,0.027895087764427,0.464290834850946,0.937740586430675,92.03355198673,95.3027805166634,96.9725890356142,108.567971047274,120.166436600276,118.948979591837,1
"300","train",13204,22250,8162,0.0290402195413144,0.473652346331734,0.935239824917999,91.2072099363829,96.9639101123596,93.1101445724087,117.576340502878,116.423640449438,114.96691987258,1
"301","train",11940,22470,9206,0.0233832561500292,0.481996387339977,0.893801996140697,100.52797319933,86.8300400534045,105.402672170324,113.456867671692,116.608455718736,120.182163806213,1
"302","train",11563,26022,6031,0.0624547873287478,0.449796326185436,0.917422077436549,92.7378707947764,93.5893859042349,101.807494611176,109.136123843293,114.738797940204,138.21754269607,1
"303","train",12369,24307,6940,0.0208027976329169,0.442370752554877,0.934215403740783,92.6006952866036,95.4562060311844,94.536023054755,127.801681623413,112.777471510265,109.395244956772,1
"304","train",14969,17458,11189,0.0435655911105158,0.397193937719359,0.926703572661516,100.690293272764,94.0796769389392,86.874251497006,96.527890974681,137.810402107916,109.969076771829,1
"305","train",13877,20075,9664,0.0863347025053367,0.442283398041626,0.889517189326122,94.1984578799452,97.8697882938979,87.9329470198676,114.619658427614,121.036861768369,109.775662251656,1
"306","train",11602,25960,6054,0.0629360725500304,0.449943502824764,0.917268116364521,96.3474400965351,95.341063174114,87.3529897588371,109.19238062403,114.71906779661,138.141228939544,1
"307","train",15031,17958,10627,0.26208084990366,0.478882970940882,0.874342638156257,95.0020624043643,93.227530905446,95.9401524418933,105.502162198124,127.262668448602,113.868260092218,1
"308","train",13787,22647,7182,0.0302455993639915,0.418137189966624,0.926548943164048,91.6180459853485,96.004327283967,95.2887774993038,119.479509683035,115.396564666402,114.259816207185,1
"309","train",15540,20159,7917,0.0703694450753235,0.373013367259623,0.918611971756033,102.643822393822,91.5807331712883,85.9480863963623,113.279536679537,115.807232501612,124.585322723254,1
"310","train",9969,23900,9747,0.178565710565502,0.593463942899377,0.862356843835381,91.0609890661049,91.8619665271967,104.485893095311,112.425418798275,110.125188284519,136.298655996717,1
"311","train",12380,21749,9487,0.113556653679226,0.460557393217956,0.869728854965681,101.098949919225,93.6604901374776,87.8133234953094,108.27746365105,119.167455974987,121.114788658164,1
"312","train",13577,22923,7116,0.105401724658323,0.461071977541133,0.917832225639036,96.464388303749,93.2611351044802,94.7428330522766,111.941297783015,117.503729878288,121.964446318156,1
"313","train",13807,18850,10959,0.187395708627458,0.458989129869405,0.84805075602651,87.018396465561,92.3467904509284,107.629528241628,110.971753458391,125.563023872679,107.876083584269,1
"314","train",13248,24433,5935,0.0191960902718564,0.445274512211422,0.945984769645037,95.1329257246377,92.1978062456514,102.564785172704,115.973580917874,118.851143944665,107.995956192081,1
"315","train",9104,23687,10825,0.094048295944044,0.54509853588925,0.868664945886013,91.5712873462214,97.645375100266,90.0804618937644,115.427394551845,112.156119390383,126.907251732102,1
"316","train",13008,19689,10919,0.0591195764898757,0.338500147887832,0.859241581054098,88.6598247232472,92.0075676773833,105.951827090393,118.965867158672,111.809690690233,122.0198736148,1
"317","train",14364,18722,10530,0.0449126629209172,0.302510206090712,0.924943485466389,92.6173767752715,93.5732827689349,98.7157644824312,114.356028961292,108.397874158744,133.829914529915,1
"318","train",9069,23851,10696,0.0943407730277066,0.545725957147399,0.869576678839092,97.4258462895578,91.459813005744,98.7985228122663,117.699195060095,120.668860844409,106.187079281975,1
"319","train",9892,22231,11493,0.15489125694757,0.516961564887773,0.844115173259783,88.2111807521229,85.6848544824794,116.96397807361,111.662252325111,120.958841257703,112.039067258331,1
"320","train",12055,20204,11357,0.0877920641504219,0.536006847799544,0.959145866676288,96.8567399419328,97.8023163729954,86.1236241965308,120.936043135628,109.980795882004,123.388923131109,1
"321","train",9892,22231,11493,0.154891256947593,0.516961564887778,0.844115173259799,88.2111807521229,85.6848544824794,116.96397807361,121.337747674889,112.041158742297,120.960932741669,1
"322","train",15522,18145,9949,0.141572619255139,0.452675452104176,0.861855462860657,90.5481896662801,92.8337282998071,103.704392401246,113.212923592321,116.105263157895,122.348276208664,1
"323","train",10810,26097,6709,0.0339188478351552,0.410628522397875,0.942641871176868,103.5644773358,91.2222860865234,92.6445073781488,120.956244218316,113.632907997088,120.472350573856,1
"324","train",13452,20447,9717,0.134949828875941,0.457204805920912,0.918640264585828,92.407225691347,98.0035702058982,90.0248018935886,115.637526018436,118.823641610016,112.804466399094,1
